refdes,pin,voltage,current,rpin
VCOMP3,VCOMP3-12,0.000282727,0.0032869,5.79048
VCOMP3,VCOMP3-13,0.000273213,0.00328854,5.79048
VCOMP3,VCOMP3-14,0.000280673,0.00328725,5.79048
VCOMP3,VCOMP3-15,0.000279564,0.00328744,5.79048
VCOMP3,VCOMP3-16,0.000282045,0.00328701,5.79048
VCOMP3,VCOMP3-17,0.000277044,0.00328788,5.79048
VCOMP3,VCOMP3-18,0.000268479,0.00328936,5.79048
VCOMP3,VCOMP3-19,0.000271918,0.00328876,5.79048
VCOMP3,VCOMP3-20,0.000261218,0.00329061,5.79048
VCOMP3,VCOMP3-21,0.000269914,0.00328911,5.79048
VCOMP3,VCOMP3-22,0.000258178,0.00329114,5.79048
VCOMP3,VCOMP3-23,0.000265742,0.00328983,5.79048
VCOMP3,VCOMP3-24,0.000258049,0.00329116,5.79048
VCOMP3,VCOMP3-25,0.000277755,0.00328775,5.79048
VCOMP3,VCOMP3-26,0.000278586,0.00328761,5.79048
VCOMP3,VCOMP3-27,0.000260786,0.00329068,5.79048
VCOMP3,VCOMP3-28,0.000271514,0.00328883,5.79048
VCOMP3,VCOMP3-29,0.000271239,0.00328888,5.79048
VCOMP3,VCOMP3-30,0.000270802,0.00328896,5.79048
VCOMP3,VCOMP3-31,0.000272965,0.00328858,5.79048
VCOMP3,VCOMP3-32,0.00026378,0.00329017,5.79048
VCOMP3,VCOMP3-33,0.00026142,0.00329058,5.79048
VCOMP3,VCOMP3-34,0.000258099,0.00329115,5.79048
VCOMP3,VCOMP3-35,0.000248441,0.00329282,5.79048
VCOMP3,VCOMP3-36,0.000254365,0.00329179,5.79048
VCOMP3,VCOMP3-37,0.000250994,0.00329238,5.79048
VCOMP3,VCOMP3-38,0.000231115,0.00329581,5.79048
VCOMP3,VCOMP3-39,0.000233954,0.00329532,5.79048
VCOMP3,VCOMP3-40,0.000241324,0.00329405,5.79048
VCOMP3,VCOMP3-41,0.000253061,0.00329202,5.79048
VCOMP4,VCOMP4-0,4.99892,-0.00018,555.556
VCOMP4,VCOMP4-1,0.000149103,0.00018,555.556
VCOMP5,VCOMP5-0,4.99889,-0.000499948,5000
VCOMP5,VCOMP5-1,0.000233938,0.000499782,5000
VCOMP6,VCOMP6-0,4.99889,-0.000499948,5000
VCOMP6,VCOMP6-1,0.000233938,0.000499782,5000
VCOMP7,VCOMP7-0,3.29495,-0.0001,1000
VCOMP7,VCOMP7-1,0.000243125,0.0001,1000
VCOMP8,VCOMP8-0,3.19812,-0.0001,1500
VCOMP8,VCOMP8-1,0.000209815,3.33343e-05,1500
VCOMP8,VCOMP8-2,0.000208468,3.33352e-05,1500
VCOMP8,VCOMP8-3,0.000215344,3.33306e-05,1500
VCOMP9,VCOMP9-0,3.19813,-0.0001,1500
VCOMP9,VCOMP9-1,0.000234555,3.33338e-05,1500
VCOMP9,VCOMP9-2,0.000233796,3.33343e-05,1500
VCOMP9,VCOMP9-3,0.000237574,3.33318e-05,1500
VCOMP10,VCOMP10-0,3.19812,-0.0001,1500
VCOMP10,VCOMP10-1,0.000249224,3.33332e-05,1500
VCOMP10,VCOMP10-2,0.000248507,3.33337e-05,1500
VCOMP10,VCOMP10-3,0.000249326,3.33331e-05,1500
VCOMP11,VCOMP11-0,3.19813,-6.80303e-05,39166.7
VCOMP11,VCOMP11-1,0.000161551,1.362e-05,39166.7
VCOMP11,VCOMP11-2,0.00017479,1.36197e-05,39166.7
VCOMP11,VCOMP11-3,0.000206309,1.36189e-05,39166.7
VCOMP11,VCOMP11-4,0.000187241,1.36194e-05,39166.7
VCOMP11,VCOMP11-5,0.000161631,1.362e-05,39166.7
VCOMP12,VCOMP12-0,3.19813,-6.80431e-05,35250
VCOMP12,VCOMP12-1,0.000209815,2.26779e-05,35250
VCOMP12,VCOMP12-2,0.000208468,2.26779e-05,35250
VCOMP12,VCOMP12-3,0.000215344,2.26777e-05,35250
VCOMP13,VCOMP13-0,3.19813,-6.80427e-05,35250
VCOMP13,VCOMP13-1,0.000234555,2.26777e-05,35250
VCOMP13,VCOMP13-2,0.000233796,2.26777e-05,35250
VCOMP13,VCOMP13-3,0.000237574,2.26776e-05,35250
VCOMP14,VCOMP14-0,3.19812,-6.80423e-05,35250
VCOMP14,VCOMP14-1,0.000249224,2.26775e-05,35250
VCOMP14,VCOMP14-2,0.000248507,2.26775e-05,35250
VCOMP14,VCOMP14-3,0.000249326,2.26775e-05,35250
VCOMP15,VCOMP15-0,3.19812,-6.803e-05,39166.7
VCOMP15,VCOMP15-1,0.000161551,1.362e-05,39166.7
VCOMP15,VCOMP15-2,0.00017479,1.36196e-05,39166.7
VCOMP15,VCOMP15-3,0.000206309,1.36188e-05,39166.7
VCOMP15,VCOMP15-4,0.000187241,1.36193e-05,39166.7
VCOMP15,VCOMP15-5,0.000161631,1.362e-05,39166.7
VCOMP16,VCOMP16-0,3.12017,-6.63719e-05,39166.7
VCOMP16,VCOMP16-1,0.000161551,1.3288e-05,39166.7
VCOMP16,VCOMP16-2,0.00017479,1.32877e-05,39166.7
VCOMP16,VCOMP16-3,0.000206309,1.32869e-05,39166.7
VCOMP16,VCOMP16-4,0.000187241,1.32873e-05,39166.7
VCOMP16,VCOMP16-5,0.000161631,1.3288e-05,39166.7
VCOMP17,VCOMP17-0,3.11988,-0.0479939,32.5
VCOMP17,VCOMP17-1,0.000272863,0.047994,32.5
VCOMP18,VCOMP18-0,3.11988,-0.141797,11
VCOMP18,VCOMP18-1,0.000351176,0.141797,11
VCOMP19,VCOMP19-0,3.11988,-0.141798,11
VCOMP19,VCOMP19-1,0.000328955,0.141798,11
VCOMP20,VCOMP20-0,3.18947,-0.000318953,8333.33
VCOMP20,VCOMP20-1,0.000161551,6.37646e-05,8333.33
VCOMP20,VCOMP20-2,0.00017479,6.3763e-05,8333.33
VCOMP20,VCOMP20-3,0.000206309,6.37592e-05,8333.33
VCOMP20,VCOMP20-4,0.000187241,6.37615e-05,8333.33
VCOMP20,VCOMP20-5,0.000161631,6.37646e-05,8333.33
VCOMP21,VCOMP21-0,3.19613,-0.0105415,10
VCOMP21,VCOMP21-1,3.18947,-0.00987545,10
VCOMP21,VCOMP21-2,3.17351,-0.00828012,10
VCOMP21,VCOMP21-3,3.198,-0.0107289,10
VCOMP21,VCOMP21-4,3.19645,-0.010574,10
VCOMP21,VCOMP21-5,0.000161551,0.0100017,10
VCOMP21,VCOMP21-6,0.00017479,0.0100004,10
VCOMP21,VCOMP21-7,0.000206309,0.0099972,10
VCOMP21,VCOMP21-8,0.000187241,0.00999911,10
VCOMP21,VCOMP21-9,0.000161631,0.0100017,10
VCOMP22,VCOMP22-0,3.18562,-0.00965278,165
VCOMP22,VCOMP22-1,0.000195556,0.0096528,165
VCOMP23,VCOMP23-0,3.18562,-0.00965274,165
VCOMP23,VCOMP23-1,0.000210867,0.00965275,165
VCOMP24,VCOMP24-0,3.18562,-0.00965287,165
VCOMP24,VCOMP24-1,0.000166971,0.00965289,165
VCOMP25,VCOMP25-0,3.16787,-0.0001,1000
VCOMP25,VCOMP25-1,0.000210635,0.0001,1000
VCOMP26,VCOMP26-0,3.14578,-0.016774,6
VCOMP26,VCOMP26-1,3.14571,-0.0167626,6
VCOMP26,VCOMP26-2,3.14392,-0.0164634,6
VCOMP26,VCOMP26-3,0.000282554,0.0166673,6
VCOMP26,VCOMP26-4,0.000329429,0.0166595,6
VCOMP26,VCOMP26-5,0.000247816,0.0166731,6
VCOMP27,VCOMP27-0,3.14481,-0.000314407,7500
VCOMP27,VCOMP27-1,0.000282554,0.000104863,7500
VCOMP27,VCOMP27-2,0.000329429,0.000104857,7500
VCOMP27,VCOMP27-3,0.000247816,0.000104868,7500
VCOMP28,VCOMP28-0,3.14586,-0.00953215,165
VCOMP28,VCOMP28-1,0.000250367,0.00953217,165
VCOMP29,VCOMP29-0,3.14586,-0.00953218,165
VCOMP29,VCOMP29-1,0.000243294,0.00953219,165
VCOMP30,VCOMP30-0,3.14586,-0.00953214,165
VCOMP30,VCOMP30-1,0.000253842,0.00953216,165
VCOMP31,VCOMP31-0,3.1873,-0.03,3.33333
VCOMP31,VCOMP31-1,0.000260052,0.03,3.33333
VCOMP32,VCOMP32-0,3.18726,-0.000318667,6666.67
VCOMP32,VCOMP32-1,0.000236014,0.000159387,6666.67
VCOMP32,VCOMP32-2,0.000211558,0.000159391,6666.67
VCOMP33,VCOMP33-0,3.18726,-0.000318667,6666.67
VCOMP33,VCOMP33-1,0.000236014,0.000159387,6666.67
VCOMP33,VCOMP33-2,0.000211558,0.000159391,6666.67
VCOMP34,VCOMP34-0,3.18726,-0.000318667,6666.67
VCOMP34,VCOMP34-1,0.000236014,0.000159387,6666.67
VCOMP34,VCOMP34-2,0.000211558,0.000159391,6666.67
VCOMP35,VCOMP35-0,3.18726,-0.000318667,6666.67
VCOMP35,VCOMP35-1,0.000236014,0.000159387,6666.67
VCOMP35,VCOMP35-2,0.000211558,0.000159391,6666.67
VCOMP36,VCOMP36-0,3.17374,-0.0001,1333.33
VCOMP36,VCOMP36-1,0.000236014,4.9991e-05,1333.33
VCOMP36,VCOMP36-2,0.000211558,5.00093e-05,1333.33
VCOMP37,VCOMP37-0,3.19814,-0.0001,1000
VCOMP37,VCOMP37-1,0.000235594,0.0001,1000
VCOMP38,VCOMP38-0,3.14481,-0.0001,1000
VCOMP38,VCOMP38-1,0.000235594,0.0001,1000
VCOMP39,VCOMP39-0,3.1981,-0.015,8.88889
VCOMP39,VCOMP39-1,0.000215796,0.00750063,8.88889
VCOMP39,VCOMP39-2,0.000227049,0.00749937,8.88889
VCOMP40,VCOMP40-0,3.13079,-0.000313084,8333.33
VCOMP40,VCOMP40-1,0.000161551,6.25914e-05,8333.33
VCOMP40,VCOMP40-2,0.00017479,6.25899e-05,8333.33
VCOMP40,VCOMP40-3,0.000206309,6.25861e-05,8333.33
VCOMP40,VCOMP40-4,0.000187241,6.25884e-05,8333.33
VCOMP40,VCOMP40-5,0.000161631,6.25914e-05,8333.33
VCOMP41,VCOMP41-0,3.13079,-0.000313084,8333.33
VCOMP41,VCOMP41-1,0.000161551,6.25915e-05,8333.33
VCOMP41,VCOMP41-2,0.00017479,6.25899e-05,8333.33
VCOMP41,VCOMP41-3,0.000206309,6.25861e-05,8333.33
VCOMP41,VCOMP41-4,0.000187241,6.25884e-05,8333.33
VCOMP41,VCOMP41-5,0.000161631,6.25914e-05,8333.33
VCOMP42,VCOMP42-0,3.13079,-0.0096896,13.3333
VCOMP42,VCOMP42-1,3.13907,-0.0103105,13.3333
VCOMP42,VCOMP42-2,0.000238793,0.00499979,13.3333
VCOMP42,VCOMP42-3,0.000234646,0.0050001,13.3333
VCOMP42,VCOMP42-4,0.000233938,0.00500015,13.3333
VCOMP42,VCOMP42-5,0.00023573,0.00500002,13.3333
VCOMP43,VCOMP43-0,3.13868,-0.0001,1000
VCOMP43,VCOMP43-1,0.000243125,0.0001,1000
VCOMP44,VCOMP44-0,3.13828,-0.00950918,165
VCOMP44,VCOMP44-1,0.000250196,0.0095092,165
VCOMP45,VCOMP45-0,3.13837,-0.000313842,8333.33
VCOMP45,VCOMP45-1,0.000161551,6.27429e-05,8333.33
VCOMP45,VCOMP45-2,0.00017479,6.27413e-05,8333.33
VCOMP45,VCOMP45-3,0.000206309,6.27375e-05,8333.33
VCOMP45,VCOMP45-4,0.000187241,6.27398e-05,8333.33
VCOMP45,VCOMP45-5,0.000161631,6.27429e-05,8333.33
VCOMP46,VCOMP46-0,3.13836,-0.000313865,5000
VCOMP46,VCOMP46-1,0.000233938,0.000313761,5000
VCOMP47,VCOMP47-0,3.13836,-0.000313844,8000
VCOMP47,VCOMP47-1,0.000238793,7.84211e-05,8000
VCOMP47,VCOMP47-2,0.000234646,7.84216e-05,8000
VCOMP47,VCOMP47-3,0.000233938,7.84217e-05,8000
VCOMP47,VCOMP47-4,0.00023573,7.84215e-05,8000
VCOMP48,VCOMP48-0,3.13889,-0.000313918,5000
VCOMP48,VCOMP48-1,0.000233938,0.000313814,5000
VCOMP49,VCOMP49-0,3.13887,-0.000313916,5000
VCOMP49,VCOMP49-1,0.000233938,0.000313812,5000
VCOMP50,VCOMP50-0,3.13211,-0.0002,500
VCOMP50,VCOMP50-1,0.000228325,0.0002,500
VCOMP51,VCOMP51-0,3.13079,-0.000313107,5000
VCOMP51,VCOMP51-1,0.000233938,0.000313003,5000
VCOMP52,VCOMP52-0,3.13079,-0.000313107,5000
VCOMP52,VCOMP52-1,0.000233938,0.000313003,5000
VCOMP53,VCOMP53-0,3.13078,-0.0004,250
VCOMP53,VCOMP53-1,0.000231661,0.0004,250
VCOMP55,VCOMP55-0,3.76185,-0.585244,0.170869
VCOMP55,VCOMP55-1,0.000117524,0.585244,0.170869
VCOMP57,VCOMP57-0,4.97808,-0.457835,0.291226
VCOMP57,VCOMP57-1,-0.00037459,0.228917,0.291226
VCOMP57,VCOMP57-2,-0.00037459,0.228917,0.291226
VCOMP58,VCOMP58-0,3.7982,-4.05615e-06,500000
VCOMP58,VCOMP58-1,7.64107e-05,3.5401e-06,500000
VCOMP60,VCOMP60-0,4.99183,-0.00133578,99.8172
VCOMP60,VCOMP60-1,0.000116946,0.000667888,99.8172
VCOMP60,VCOMP60-2,0.000116946,0.000667888,99.8172
VCOMP61,VCOMP61-0,4.99898,-5.33847e-06,500000
VCOMP61,VCOMP61-1,0.000117729,4.65927e-06,500000
VCOMP62,VCOMP62-0,3.71518,-0.25,0.05
VCOMP62,VCOMP62-1,3.69018,0.25,0.05
VCOMP63,VCOMP63-0,3.68889,-0.125,0.0225
VCOMP63,VCOMP63-1,3.68327,0.125,0.0225
VCOMP64,VCOMP64-0,3.68901,-0.125,0.0225
VCOMP64,VCOMP64-1,3.68339,0.125,0.0225
VCOMP65,VCOMP65-0,3.2887,-0.570189,0.07
VCOMP65,VCOMP65-1,3.20887,0.570189,0.07
VCOMP66,VCOMP66-0,3.162,-0.0790109,0.07
VCOMP66,VCOMP66-1,3.15094,0.0790109,0.07
